Gene	g+t+	g+t-	g-t+	g-t-	sensitivity	specificity	odds_ratio	pval	qval	pval_empirical	contrasting	supporting	opposing	best	worst
OG0001687	34	0	1	3	97.14285714285714	100.0	inf	0.00047415836889521415	0.06258890469416827	0.003996003996003996	3	3	0	0.25	0.25
OG0005818	0	2	35	1	0.0	33.33333333333333	0.0	0.004267425320056968	0.5633001422475198	0.004995004995004995	2	0	2	0.5	0.5
OG0001221	35	1	0	2	100.0	66.66666666666666	inf	0.004267425320056968	0.5633001422475198	0.005994005994005994	2	2	0	0.5	0.5
OG0001568	35	1	0	2	100.0	66.66666666666666	inf	0.004267425320056968	0.5633001422475198	0.005994005994005994	2	2	0	0.5	0.5
OG0001674	35	1	0	2	100.0	66.66666666666666	inf	0.004267425320056968	0.5633001422475198	0.005994005994005994	2	2	0	0.5	0.5
OG0001677	35	1	0	2	100.0	66.66666666666666	inf	0.004267425320056968	0.5633001422475198	0.005994005994005994	2	2	0	0.5	0.5
OG0001682	35	1	0	2	100.0	66.66666666666666	inf	0.004267425320056968	0.5633001422475198	0.005994005994005994	2	2	0	0.5	0.5
OG0001130	35	1	0	2	100.0	66.66666666666666	inf	0.004267425320056968	0.5633001422475198	0.005994005994005994	2	2	0	0.5	0.5
OG0000415	35	1	0	2	100.0	66.66666666666666	inf	0.004267425320056968	0.5633001422475198	0.005994005994005994	2	2	0	0.5	0.5
OG0001693	35	1	0	2	100.0	66.66666666666666	inf	0.004267425320056968	0.5633001422475198	0.005994005994005994	2	2	0	0.5	0.5
OG0001785	35	1	0	2	100.0	66.66666666666666	inf	0.004267425320056968	0.5633001422475198	0.005994005994005994	2	2	0	0.5	0.5
OG0001683	35	1	0	2	100.0	66.66666666666666	inf	0.004267425320056968	0.5633001422475198	0.005994005994005994	2	2	0	0.5	0.5
OG0001657	31	0	4	3	88.57142857142857	100.0	inf	0.004148885727833157	0.5476529160739767	0.007992007992007992	3	3	0	0.25	0.25
OG0000419	31	0	4	3	88.57142857142857	100.0	inf	0.004148885727833157	0.5476529160739767	0.007992007992007992	3	3	0	0.25	0.25
OG0007708	0	2	35	1	0.0	33.33333333333333	0.0	0.004267425320056968	0.5633001422475198	0.008991008991008992	2	0	2	0.5	0.5
OG0000103	33	0	2	3	94.28571428571428	100.0	inf	0.0011853959222380534	0.15647226173542306	0.008991008991008992	3	3	0	0.25	0.25
OG0000277	34	0	1	3	97.14285714285714	100.0	inf	0.00047415836889521415	0.06258890469416827	0.00999000999000999	3	3	0	0.25	0.25
OG0007828	0	2	35	1	0.0	33.33333333333333	0.0	0.004267425320056968	0.5633001422475198	0.00999000999000999	2	0	2	0.5	0.5
OG0007830	0	2	35	1	0.0	33.33333333333333	0.0	0.004267425320056968	0.5633001422475198	0.00999000999000999	2	0	2	0.5	0.5
OG0007827	0	2	35	1	0.0	33.33333333333333	0.0	0.004267425320056968	0.5633001422475198	0.00999000999000999	2	0	2	0.5	0.5
OG0007826	0	2	35	1	0.0	33.33333333333333	0.0	0.004267425320056968	0.5633001422475198	0.00999000999000999	2	0	2	0.5	0.5
OG0007810	0	2	35	1	0.0	33.33333333333333	0.0	0.004267425320056968	0.5633001422475198	0.00999000999000999	2	0	2	0.5	0.5
OG0007809	0	2	35	1	0.0	33.33333333333333	0.0	0.004267425320056968	0.5633001422475198	0.00999000999000999	2	0	2	0.5	0.5
OG0000266	35	1	0	2	100.0	66.66666666666666	inf	0.004267425320056968	0.5633001422475198	0.01098901098901099	2	2	0	0.5	0.5
OG0000188	32	0	3	3	91.42857142857143	100.0	inf	0.002370791844476111	0.31294452347084667	0.017982017982017984	3	3	0	0.25	0.25
OG0001889	31	0	4	3	88.57142857142857	100.0	inf	0.004148885727833157	0.5476529160739767	0.02097902097902098	3	3	0	0.25	0.25
OG0000319	32	0	3	3	91.42857142857143	100.0	inf	0.002370791844476111	0.31294452347084667	0.03496503496503497	3	3	0	0.25	0.25
OG0001835	30	0	5	3	85.71428571428571	100.0	inf	0.00663821716453307	0.8762446657183653	0.13486513486513488	3	3	0	0.25	0.25
OG0001973	30	0	5	3	85.71428571428571	100.0	inf	0.00663821716453307	0.8762446657183653	0.3336663336663337	2	2	0	0.5	0.5
OG0002062	30	0	5	3	85.71428571428571	100.0	inf	0.00663821716453307	0.8762446657183653	0.3336663336663337	2	2	0	0.5	0.5
